측정소명,측정날짜,SO2(ppm),NO2(ppm),CO(ppm),O3(ppm),PM10(㎍/㎥),PM25(㎍/㎥)
복정동,20191005,0.001,0.04,0.5,0.025,46,23
단대동,20191005,0.002,0.013,0.5,0.028,43,21
성남대로,20191005,0.003,0.027,0.6,0.017,49,29
수내동,20191005,,,,,,
운중동,20191005,0.003,0.017,0.5,0.025,47,25
정자동,20191005,0.002,0.013,0.6,0.027,42,22
상대원동,20191004,0.003,0.023,0.6,0.017,30,15
복정동,20191004,0.002,0.043,0.5,0.018,36,18
단대동,20191004,0.002,0.019,0.5,0.023,31,12
성남대로,20191004,0.003,0.037,0.6,0.012,38,20
수내동,20191004,,,,,,
운중동,20191004,0.002,0.018,0.4,0.022,35,20
정자동,20191004,,,,,,
상대원동,20191003,0.002,0.015,0.5,0.017,11,4
복정동,20191003,0.001,0.022,0.4,0.018,12,4
단대동,20191003,0.002,0.01,0.4,0.022,9,2
성남대로,20191003,0.003,0.027,0.6,0.011,16,7
수내동,20191003,,,,,,
운중동,20191003,0.002,0.012,0.3,0.019,10,5
정자동,20191003,,,,,,
상대원동,20191002,0.003,0.018,0.5,0.009,23,12
복정동,20191002,0.001,0.025,0.5,0.009,23,11
단대동,20191002,0.002,0.014,0.4,0.013,19,11
성남대로,20191002,0.002,0.028,0.7,0.004,28,17
수내동,20191002,,,,,,
운중동,20191002,0.002,0.021,0.4,0.006,23,15
정자동,20191002,0.002,0.016,0.6,0.008,16,13
상대원동,20191001,0.003,0.039,0.7,0.019,51,30
복정동,20191001,0.003,0.054,0.8,0.019,59,33
단대동,20191001,0.003,0.037,0.7,0.023,56,31
성남대로,20191001,0.004,0.05,0.8,0.014,71,41
수내동,20191001,,,,,,
운중동,20191001,0.003,0.036,0.6,0.019,57,38
정자동,20191001,0.002,0.024,0.7,0.021,36,31
상대원동,20190930,0.003,0.043,0.7,0.027,57,32
복정동,20190930,0.002,0.065,0.8,0.028,58,36
단대동,20190930,0.002,0.032,0.7,0.04,58,28
성남대로,20190930,0.004,0.066,0.9,0.017,66,39
수내동,20190930,,,,,,
운중동,20190930,0.002,0.036,0.6,0.032,59,39
정자동,20190930,0.002,0.027,0.7,0.033,45,34
상대원동,20190929,0.003,0.032,0.6,0.027,47,24
복정동,20190929,0.002,0.046,0.6,0.029,41,26
단대동,20190929,0.003,0.022,0.5,0.037,40,21
성남대로,20190929,0.003,0.052,0.8,0.018,48,31
수내동,20190929,,,,,,
운중동,20190929,0.002,0.024,0.5,0.032,43,27
정자동,20190929,0.002,0.021,0.6,0.032,39,28
상대원동,20190928,0.002,0.033,0.5,0.015,34,16
복정동,20190928,0.002,0.049,0.6,0.017,34,18
단대동,20190928,0.003,0.029,0.5,0.02,31,15
성남대로,20190928,0.004,0.051,0.8,0.01,40,24
수내동,20190928,,,,,,
운중동,20190928,0.003,0.03,0.5,0.018,34,21
정자동,20190928,0.002,0.022,0.6,0.022,28,19
상대원동,20190927,0.003,0.026,0.5,0.018,23,10
복정동,20190927,0.003,0.036,0.5,0.015,25,12
단대동,20190927,0.002,0.02,0.5,0.021,21,11
성남대로,20190927,0.004,0.044,0.7,0.011,32,17
수내동,20190927,,,,,,
운중동,20190927,0.003,0.032,0.4,0.013,24,12
정자동,20190927,0.002,0.021,0.5,0.018,21,12
상대원동,20190926,0.003,0.027,0.6,0.018,30,14
복정동,20190926,0.003,0.039,0.6,0.015,36,18
단대동,20190926,0.002,0.023,0.5,0.022,28,13
성남대로,20190926,0.003,0.045,0.7,0.011,38,22
수내동,20190926,,,,,,
운중동,20190926,0.002,0.028,0.5,0.017,29,18
정자동,20190926,0.002,0.02,0.6,0.019,25,16
상대원동,20190925,0.003,0.036,0.6,0.019,36,17
복정동,20190925,0.003,0.041,0.6,0.019,37,17
단대동,20190925,0.002,0.032,0.6,0.025,41,14
성남대로,20190925,0.005,0.054,0.8,0.012,41,23
수내동,20190925,,,,,,
운중동,20190925,0.003,0.031,0.5,0.018,32,17
정자동,20190925,0.002,0.021,0.6,0.025,27,16
상대원동,20190924,0.003,0.032,0.5,0.016,27,11
복정동,20190924,0.003,0.033,0.5,0.018,29,12
단대동,20190924,0.003,0.027,0.5,0.02,27,10
성남대로,20190924,0.005,0.047,0.7,0.01,33,17
수내동,20190924,,,,,,
운중동,20190924,0.003,0.027,0.4,0.02,26,13
정자동,20190924,0.002,0.026,0.5,0.018,26,14
상대원동,20190923,0.003,0.018,0.4,0.025,17,5
복정동,20190923,0.003,0.014,0.4,0.029,17,5
단대동,20190923,0.002,0.01,0.3,0.033,14,3
성남대로,20190923,0.004,0.028,0.5,0.02,21,9
수내동,20190923,,,,,,
운중동,20190923,0.002,0.016,0.3,0.027,15,7
정자동,20190923,0.002,0.012,0.4,0.026,13,6
상대원동,20190922,0.002,0.01,0.4,0.034,6,1
복정동,20190922,0.002,0.007,0.3,0.036,8,2
단대동,20190922,0.002,0.003,0.3,0.044,5,2
성남대로,20190922,0.004,0.026,0.5,0.023,11,4
수내동,20190922,0.002,0.013,0.5,0.03,7,3
운중동,20190922,0.002,0.01,0.3,0.034,6,3
정자동,20190922,0.002,0.007,0.4,0.035,5,2
상대원동,20190921,0.003,0.022,0.5,0.014,17,6
복정동,20190921,0.003,0.021,0.4,0.017,20,6
단대동,20190921,0.002,0.014,0.4,0.024,17,4
성남대로,20190921,0.004,0.032,0.6,0.009,24,12
수내동,20190921,0.002,0.022,0.6,0.012,18,8
운중동,20190921,0.002,0.023,0.4,0.014,16,8
정자동,20190921,0.002,0.014,0.4,0.018,13,7
상대원동,20190920,0.003,0.024,0.5,0.014,24,9
복정동,20190920,0.003,0.022,0.4,0.013,29,10
단대동,20190920,0.002,0.015,0.4,0.019,25,6
성남대로,20190920,0.003,0.035,0.7,0.007,32,13
수내동,20190920,0.003,0.026,0.6,0.01,25,11
운중동,20190920,0.002,0.03,0.4,0.009,26,10
정자동,20190920,0.002,0.016,0.4,0.018,22,11
상대원동,20190919,0.004,0.029,0.5,0.023,34,10
복정동,20190919,0.003,0.021,0.4,0.026,36,11
단대동,20190919,0.002,0.016,0.4,0.031,35,8
성남대로,20190919,0.003,0.043,0.7,0.013,39,15
수내동,20190919,0.002,0.025,0.5,0.02,32,11
운중동,20190919,,,,,,
정자동,20190919,0.002,0.021,0.4,0.024,32,11
상대원동,20190918,0.003,0.029,0.5,0.024,38,11
복정동,20190918,0.003,0.028,0.4,0.023,38,13
단대동,20190918,0.002,0.019,0.4,0.031,42,9
성남대로,20190918,0.003,0.045,0.7,0.014,40,17
수내동,20190918,0.002,0.028,0.6,0.019,35,12
운중동,20190918,,,,,,
정자동,20190918,0.002,0.027,0.5,0.022,36,11
상대원동,20190917,0.003,0.032,0.4,0.026,22,8
복정동,20190917,0.002,0.03,0.4,0.025,23,8
단대동,20190917,0.002,0.022,0.4,0.031,21,7
성남대로,20190917,0.003,0.049,0.7,0.016,28,14
수내동,20190917,0.002,0.032,0.5,0.019,22,9
운중동,20190917,0.001,0.033,0.4,0.022,23,10
정자동,20190917,0.002,0.016,0.4,0.029,17,8
상대원동,20190916,0.003,0.02,0.4,0.019,14,4
복정동,20190916,0.001,0.017,0.4,0.021,16,4
단대동,20190916,0.006,0.01,0.4,0.028,54,6
성남대로,20190916,0.003,0.032,0.6,0.011,19,9
수내동,20190916,0.002,0.022,0.6,0.013,15,4
운중동,20190916,0.002,0.024,0.4,0.014,15,6
정자동,20190916,0.002,0.012,0.4,0.021,13,4
상대원동,20190915,0.002,0.014,0.5,0.021,18,8
복정동,20190915,0.001,0.011,0.5,0.027,19,8
단대동,20190915,0.002,0.008,0.5,0.031,15,7
성남대로,20190915,0.003,0.024,0.8,0.018,22,12
수내동,20190915,0.003,0.014,0.7,0.023,19,9
운중동,20190915,0.002,0.015,0.5,0.023,22,10
정자동,20190915,0.001,0.008,0.6,0.027,15,10
상대원동,20190914,0.002,0.015,0.5,0.018,21,9
복정동,20190914,0.002,0.016,0.5,0.02,23,8
단대동,20190914,0.002,0.012,0.5,0.026,18,7
성남대로,20190914,0.002,0.022,0.7,0.016,25,12
수내동,20190914,0.002,0.017,0.7,0.015,21,11
운중동,20190914,0.002,0.018,0.4,0.015,21,10
정자동,20190914,0.002,0.012,0.5,0.018,16,9
상대원동,20190913,0.003,0.012,0.4,0.025,16,4
복정동,20190913,0.002,0.017,0.3,0.023,19,6
단대동,20190913,0.002,0.009,0.4,0.032,15,3
성남대로,20190913,0.003,0.026,0.6,0.017,21,10
수내동,20190913,0.002,0.016,0.6,0.02,17,6
운중동,20190913,0.002,0.014,0.3,0.025,17,7
정자동,20190913,0.001,0.008,0.4,0.025,15,6
상대원동,20190912,0.003,0.013,0.4,0.019,13,4
복정동,20190912,0.002,0.009,0.3,0.024,15,4
단대동,20190912,0.002,0.007,0.3,0.027,12,3
성남대로,20190912,0.002,0.017,0.6,0.018,17,7
수내동,20190912,0.002,0.012,0.5,0.018,12,3
운중동,20190912,0.002,0.013,0.3,0.02,11,4
정자동,20190912,0.001,0.01,0.4,0.02,11,4
상대원동,20190911,0.003,0.018,0.4,0.027,10,5
복정동,20190911,0.002,0.011,0.4,0.034,11,4
단대동,20190911,0.002,0.007,0.4,0.04,7,4
성남대로,20190911,0.002,0.024,0.6,0.024,14,7
수내동,20190911,0.002,0.017,0.6,0.027,11,6
운중동,20190911,0.002,0.014,0.3,0.032,11,6
정자동,20190911,0.001,0.009,0.5,0.034,9,5
상대원동,20190910,0.003,0.025,0.5,0.013,22,9
복정동,20190910,0.001,0.027,0.5,0.013,22,9
단대동,20190910,0.002,0.022,0.5,0.018,19,6
성남대로,20190910,0.003,0.034,0.8,0.01,27,13
수내동,20190910,0.002,0.026,0.8,0.013,21,11
운중동,20190910,0.003,0.024,0.4,0.014,24,13
정자동,20190910,0.002,0.021,0.6,0.016,18,11
상대원동,20190909,0.003,0.027,0.6,0.01,42,21
복정동,20190909,0.001,0.027,0.7,0.013,40,22
단대동,20190909,0.002,0.021,0.6,0.017,34,18
성남대로,20190909,0.003,0.036,0.9,0.008,47,29
수내동,20190909,0.003,0.027,0.9,0.009,41,24
운중동,20190909,0.002,0.026,0.6,0.007,44,28
정자동,20190909,0.002,0.019,0.7,0.011,31,23
상대원동,20190908,0.003,0.02,0.6,0.021,37,18
복정동,20190908,0.002,0.015,0.6,0.032,37,19
단대동,20190908,0.002,0.014,0.6,0.033,34,13
성남대로,20190908,0.004,0.033,0.8,0.02,43,23
수내동,20190908,0.003,0.018,0.8,0.027,36,19
운중동,20190908,0.002,0.013,0.5,0.033,38,23
정자동,20190908,0.002,0.014,0.6,0.027,32,20
상대원동,20190907,0.002,0.006,0.4,0.017,17,3
복정동,20190907,0.002,0.005,0.3,0.021,21,6
단대동,20190907,0.002,0.003,0.3,0.023,16,5
성남대로,20190907,0.002,0.01,0.5,0.016,23,6
수내동,20190907,0.002,0.006,0.6,0.017,22,5
운중동,20190907,0.001,0.006,0.2,0.019,20,5
정자동,20190907,0.001,0.003,0.4,0.02,17,4
상대원동,20190906,0.003,0.019,0.5,0.01,22,8
복정동,20190906,0.002,0.019,0.5,0.011,26,9
단대동,20190906,0.003,0.014,0.4,0.013,20,7
성남대로,20190906,0.003,0.028,0.7,0.009,30,12
수내동,20190906,0.003,0.019,0.6,0.01,23,9
운중동,20190906,0.002,0.02,0.4,0.009,25,12
정자동,20190906,0.002,0.014,0.5,0.012,17,9
상대원동,20190905,0.002,0.017,0.6,0.01,12,4
복정동,20190905,0.003,0.016,0.5,0.009,13,4
단대동,20190905,0.002,0.015,0.4,0.01,10,2
성남대로,20190905,0.002,0.033,0.6,0.006,16,9
수내동,20190905,0.002,0.018,0.6,0.006,11,4
운중동,20190905,0.003,0.019,0.3,0.005,15,5
정자동,20190905,0.001,0.014,0.5,0.007,9,4
상대원동,20190904,0.003,0.019,0.6,0.014,14,4
복정동,20190904,0.002,0.02,0.5,0.012,14,4
단대동,20190904,0.002,0.013,0.4,0.02,10,2
성남대로,20190904,0.003,0.048,0.7,0.007,20,8
수내동,20190904,0.002,0.018,0.7,0.012,13,4
운중동,20190904,0.001,0.021,0.4,0.01,12,6
정자동,20190904,0.001,0.011,0.5,0.016,8,3
상대원동,20190903,0.002,0.024,0.7,0.016,26,11
복정동,20190903,0.002,0.018,0.5,0.021,25,12
단대동,20190903,0.007,0.015,0.5,0.026,21,10
성남대로,20190903,0.003,0.045,0.7,0.013,30,15
수내동,20190903,0.002,0.021,0.7,0.014,25,14
운중동,20190903,0.002,0.027,0.4,0.012,26,16
정자동,20190903,0.001,0.012,0.5,0.021,20,14
상대원동,20190902,0.002,0.031,0.7,0.02,29,13
복정동,20190902,0.002,0.035,0.6,0.021,31,14
단대동,20190902,0.005,0.024,0.6,0.031,31,12
성남대로,20190902,0.003,0.074,0.7,0.015,34,20
수내동,20190902,0.003,0.031,0.6,0.015,31,17
운중동,20190902,0.001,0.032,0.5,0.023,28,17
정자동,20190902,0.002,0.019,0.6,0.027,24,15
상대원동,20190901,0.003,0.02,0.7,0.028,21,11
복정동,20190901,0.003,0.025,0.6,0.027,22,11
단대동,20190901,0.002,0.014,0.5,0.037,22,9
성남대로,20190901,0.003,0.051,0.7,0.02,27,16
수내동,20190901,0.002,0.02,0.5,0.024,21,12
운중동,20190901,0.002,0.018,0.4,0.03,20,12
정자동,20190901,0.002,0.014,0.6,0.027,18,12
상대원동,20190831,0.003,0.028,0.7,0.024,21,9
복정동,20190831,0.003,0.023,0.5,0.03,22,10
단대동,20190831,0.002,0.017,0.5,0.035,20,6
성남대로,20190831,0.003,0.061,0.7,0.017,25,13
수내동,20190831,0.003,0.023,0.5,0.024,20,10
운중동,20190831,0.003,0.02,0.4,0.029,19,10
정자동,20190831,0.002,0.019,0.5,0.028,17,10
상대원동,20190830,0.003,0.025,0.7,0.022,23,8
복정동,20190830,0.004,0.021,0.5,0.027,22,9
단대동,20190830,0.002,0.018,0.5,0.029,22,7
성남대로,20190830,0.002,0.043,0.6,0.015,25,14
수내동,20190830,0.003,0.022,0.5,0.023,20,9
운중동,20190830,0.002,0.019,0.4,0.027,19,8
정자동,20190830,0.002,0.019,0.5,0.026,19,10
상대원동,20190829,0.003,0.025,0.7,0.023,31,16
복정동,20190829,0.004,0.02,0.6,0.037,33,18
단대동,20190829,0.002,0.019,0.6,0.038,31,14
성남대로,20190829,0.002,0.04,0.7,0.021,37,23
수내동,20190829,0.002,0.024,0.6,0.03,32,16
운중동,20190829,0.001,0.021,0.5,0.03,29,20
정자동,20190829,0.002,0.02,0.7,0.034,28,18
상대원동,20190828,0.003,0.03,0.7,0.026,36,19
복정동,20190828,0.004,0.025,0.6,0.035,37,18
단대동,20190828,0.002,0.022,0.6,0.038,37,16
성남대로,20190828,0.002,0.042,0.7,0.023,39,23
수내동,20190828,0.003,0.023,0.6,0.035,35,18
운중동,20190828,0.003,0.018,0.5,0.035,31,21
정자동,20190828,0.002,0.022,0.6,0.035,27,19
상대원동,20190827,0.003,0.031,0.8,0.027,35,18
복정동,20190827,0.002,0.029,0.6,0.036,34,18
단대동,20190827,0.002,0.021,0.6,0.045,32,15
성남대로,20190827,0.002,0.043,0.6,0.026,38,24
수내동,20190827,0.002,0.026,0.6,0.033,34,17
운중동,20190827,0.002,0.024,0.5,0.034,34,25
정자동,20190827,0.001,0.02,0.6,0.037,29,20
상대원동,20190826,0.003,0.03,0.7,0.03,33,16
복정동,20190826,0.003,0.027,0.6,0.037,31,16
단대동,20190826,0.002,0.02,0.6,0.046,27,11
성남대로,20190826,0.002,0.042,0.6,0.025,34,20
수내동,20190826,0.002,0.028,0.6,0.027,29,16
운중동,20190826,0.002,0.02,0.5,0.037,28,16
정자동,20190826,0.002,0.02,0.6,0.035,25,15
상대원동,20190825,0.003,0.02,0.7,0.031,26,13
복정동,20190825,0.003,0.018,0.6,0.036,26,12
단대동,20190825,0.002,0.013,0.5,0.044,25,9
성남대로,20190825,0.002,0.032,0.6,0.026,29,17
수내동,20190825,0.003,0.018,0.5,0.03,25,12
운중동,20190825,0.002,0.016,0.5,0.033,22,13
정자동,20190825,0.002,0.016,0.6,0.033,21,13
상대원동,20190824,0.003,0.031,0.8,0.017,29,12
복정동,20190824,0.003,0.028,0.6,0.022,27,10
단대동,20190824,0.003,0.023,0.6,0.026,25,9
성남대로,20190824,0.003,0.044,0.7,0.012,33,17
수내동,20190824,0.003,0.027,0.6,0.017,26,13
운중동,20190824,0.003,0.024,0.5,0.021,25,12
정자동,20190824,0.002,0.022,0.6,0.022,23,12
상대원동,20190823,0.003,0.03,0.8,0.032,38,20
복정동,20190823,0.002,0.021,0.6,0.043,37,19
단대동,20190823,0.002,0.019,0.7,0.048,39,19
성남대로,20190823,0.003,0.044,0.7,0.027,40,24
수내동,20190823,0.003,0.021,0.6,0.042,36,20
운중동,20190823,0.003,0.02,0.6,0.045,36,20
정자동,20190823,0.002,0.022,0.7,0.045,36,21
상대원동,20190822,0.004,0.029,0.8,0.03,47,28
복정동,20190822,0.004,0.024,0.6,0.038,45,25
단대동,20190822,0.002,0.021,0.6,0.043,46,24
성남대로,20190822,0.002,0.045,0.8,0.024,51,31
수내동,20190822,0.003,0.026,0.7,0.036,50,27
운중동,20190822,0.003,0.025,0.6,0.037,46,32
정자동,20190822,0.002,0.024,0.7,0.038,41,30
상대원동,20190821,0.003,0.028,0.7,0.032,41,22
복정동,20190821,0.002,0.021,0.5,0.04,41,21
단대동,20190821,0.003,0.017,0.5,0.048,37,18
성남대로,20190821,0.002,0.039,0.6,0.027,46,28
수내동,20190821,0.003,0.02,0.6,0.038,41,25
운중동,20190821,0.002,0.025,0.5,0.032,39,27
정자동,20190821,0.002,0.02,0.5,0.04,35,23
상대원동,20190820,0.002,0.027,0.7,0.032,36,18
복정동,20190820,0.003,0.025,0.6,0.039,37,19
단대동,20190820,0.002,0.021,0.6,0.043,33,16
성남대로,20190820,0.002,0.039,0.7,0.028,41,24
수내동,20190820,0.002,0.026,0.6,0.03,35,19
운중동,20190820,0.002,0.025,0.5,0.033,35,22
정자동,20190820,0.001,0.013,0.6,0.04,32,19
상대원동,20190819,0.003,0.034,,0.024,36,16
복정동,20190819,0.004,0.032,0.6,0.032,33,16
단대동,20190819,0.002,0.021,0.6,0.041,29,15
성남대로,20190819,0.002,0.048,0.7,0.022,38,22
수내동,20190819,0.003,0.034,0.7,0.021,35,18
운중동,20190819,0.002,0.026,0.5,0.034,30,18
정자동,20190819,0.002,0.02,0.7,0.033,26,17
상대원동,20190818,0.003,0.017,,0.037,30,13
복정동,20190818,0.004,0.015,0.5,0.048,28,14
단대동,20190818,0.003,0.013,0.5,0.054,24,12
성남대로,20190818,0.003,0.034,0.6,0.032,30,18
수내동,20190818,0.003,0.017,0.6,0.037,25,12
운중동,20190818,0.002,0.014,0.4,0.041,26,14
정자동,20190818,0.002,0.013,0.7,0.042,25,14
상대원동,20190817,0.004,0.02,,0.035,36,18
복정동,20190817,0.004,0.016,0.7,0.051,36,18
단대동,20190817,0.002,0.015,0.6,0.056,33,15
성남대로,20190817,0.002,0.039,0.7,0.035,39,22
수내동,20190817,0.003,0.017,0.6,0.046,35,16
운중동,20190817,0.002,0.014,0.5,0.047,35,22
정자동,20190817,0.002,0.017,0.8,0.044,32,19
상대원동,20190816,0.002,0.021,,0.018,24,9
복정동,20190816,0.003,0.015,0.6,0.027,26,8
단대동,20190816,0.002,0.015,0.6,0.029,20,7
성남대로,20190816,0.002,0.029,0.6,0.02,26,11
수내동,20190816,0.003,0.014,0.5,0.026,22,10
운중동,20190816,0.002,0.012,0.4,0.028,21,11
정자동,20190816,0.002,0.014,0.7,0.026,20,10
상대원동,20190815,0.002,0.012,,0.008,10,4
복정동,20190815,0.003,0.011,0.5,0.011,14,4
단대동,20190815,0.002,0.007,0.4,0.015,9,3
성남대로,20190815,0.002,0.018,0.5,0.009,15,7
수내동,20190815,0.002,0.013,0.4,0.008,11,4
운중동,20190815,0.002,0.013,0.3,0.01,12,5
정자동,20190815,0.002,0.01,0.6,0.011,10,4
상대원동,20190814,0.003,0.017,,0.012,20,8
복정동,20190814,0.005,0.014,0.6,0.019,28,11
단대동,20190814,0.002,0.011,0.4,0.022,19,7
성남대로,20190814,0.002,0.023,0.5,0.016,31,16
수내동,20190814,0.002,0.018,0.5,0.017,28,14
운중동,20190814,0.002,0.015,0.4,0.021,27,16
정자동,20190814,0.002,0.01,0.6,0.022,21,12
상대원동,20190813,0.003,0.022,,0.012,26,13
복정동,20190813,0.003,0.018,0.6,0.022,34,12
단대동,20190813,0.002,0.015,0.5,0.028,26,10
성남대로,20190813,0.002,0.03,0.6,0.017,34,17
수내동,20190813,0.003,0.02,0.5,0.017,31,13
운중동,20190813,0.002,0.018,0.4,0.018,32,16
정자동,20190813,0.002,0.013,0.6,0.019,24,11
상대원동,20190812,0.004,0.017,,0.011,,10
복정동,20190812,0.003,0.015,0.5,0.014,26,10
단대동,20190812,0.002,0.012,0.5,0.019,23,10
성남대로,20190812,0.002,0.021,0.5,0.012,28,15
수내동,20190812,0.002,0.015,0.5,0.012,24,13
운중동,20190812,0.003,0.016,0.3,0.012,25,15
정자동,20190812,0.002,0.012,0.6,0.014,17,12
상대원동,20190811,0.003,0.023,,0.02,,10
복정동,20190811,0.004,0.004,0.4,0.027,23,10
단대동,20190811,0.002,0.004,0.4,0.03,20,8
성남대로,20190811,0.003,0.01,0.4,0.021,27,12
수내동,20190811,0.003,0.007,0.4,0.024,22,10
운중동,20190811,0.003,0.008,0.3,0.024,24,12
정자동,20190811,0.002,0.005,0.4,0.025,18,11
상대원동,20190810,0.002,0.038,,0.02,,15
복정동,20190810,0.004,0.017,0.5,0.027,30,13
단대동,20190810,0.002,0.014,0.5,0.032,26,10
성남대로,20190810,0.002,0.026,0.6,0.021,33,19
수내동,20190810,0.002,0.016,0.5,0.028,30,13
운중동,20190810,0.003,0.015,0.4,0.028,27,16
정자동,20190810,0.002,0.009,0.5,0.034,27,15
상대원동,20190809,0.003,0.029,0.6,0.016,33,15
복정동,20190809,0.004,0.021,0.5,0.026,31,14
단대동,20190809,0.003,0.02,0.5,0.029,30,13
성남대로,20190809,0.003,0.035,0.6,0.015,33,18
수내동,20190809,0.003,0.022,0.5,0.023,32,16
운중동,20190809,0.004,0.02,0.4,0.021,31,20
정자동,20190809,0.003,0.019,0.6,0.023,24,16
상대원동,20190808,0.002,0.03,0.6,0.018,49,28
복정동,20190808,0.004,0.024,0.6,0.023,50,28
단대동,20190808,0.002,0.019,0.5,0.031,45,23
성남대로,20190808,0.003,0.04,0.7,0.015,53,34
수내동,20190808,0.003,0.021,0.6,0.026,50,31
운중동,20190808,0.003,0.017,0.4,0.028,46,34
정자동,20190808,0.003,0.019,0.6,0.026,43,30
상대원동,20190807,0.003,0.025,0.6,0.013,27,12
복정동,20190807,0.003,0.022,0.6,0.013,30,13
단대동,20190807,0.002,0.018,0.5,0.019,24,9
성남대로,20190807,0.003,0.037,0.7,0.01,35,19
수내동,20190807,0.003,0.021,0.5,0.02,29,15
운중동,20190807,0.003,0.02,0.4,0.017,30,19
정자동,20190807,0.003,0.016,0.6,0.023,23,16
상대원동,20190806,0.003,0.018,0.5,0.023,31,18
복정동,20190806,0.004,0.017,0.5,0.026,33,19
단대동,20190806,0.002,0.015,0.5,0.032,33,16
성남대로,20190806,0.003,0.03,0.6,0.019,38,22
수내동,20190806,0.002,0.018,0.5,0.026,35,20
운중동,20190806,0.002,0.017,0.4,0.026,35,23
정자동,20190806,0.002,0.009,0.6,0.032,28,20
상대원동,20190805,0.003,0.032,0.6,0.024,,27
복정동,20190805,0.003,0.028,0.7,0.033,45,25
단대동,20190805,0.003,0.024,0.6,0.035,39,24
성남대로,20190805,0.003,0.051,0.7,0.022,50,31
수내동,20190805,0.002,0.027,0.6,0.036,48,26
운중동,20190805,0.003,0.026,0.5,0.035,47,33
정자동,20190805,0.002,0.019,0.7,0.036,36,28
상대원동,20190804,0.002,0.022,0.5,0.035,38,21
복정동,20190804,0.003,0.022,0.6,0.042,38,18
단대동,20190804,0.002,0.019,0.6,0.051,34,16
성남대로,20190804,0.003,0.04,0.6,0.031,40,22
수내동,20190804,0.003,0.019,0.6,0.04,38,20
운중동,20190804,0.002,0.018,0.4,0.041,35,22
정자동,20190804,0.002,0.015,0.7,0.043,32,22
상대원동,20190803,0.003,0.021,0.5,0.024,26,11
복정동,20190803,0.003,0.02,0.6,0.031,32,11
